,Age,Gender,City,Position,Years of experience,Seniority level,Salary_in_EUR,Main language at work,Company size,Company type,Year
604,28,Female,BERLIN,DATA SCIENTIST,1.0,JUNIOR,50000.0,Deutsch,10-50,CONSULTING / AGENCY,2019
605,32,Male,BERLIN,SOFTWARE ENGINEER,10.0,LEAD,83000.0,English,1000+,PRODUCT,2019
606,26,Male,MUNICH,BACKEND DEVELOPER,3.0,MIDDLE,56000.0,English,100-1000,PRODUCT,2019
607,33,Female,HAMBURG,QA,12.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
608,31,Female,BERLIN,DATA SCIENTIST,2.0,MIDDLE,62000.0,English,100-1000,STARTUP,2019
609,30,Male,BERLIN,FULLSTACK DEVELOPER,8.0,SENIOR,60000.0,English,100-1000,PRODUCT,2019
610,35,Male,BERLIN,TECH LEAD,16.0,SENIOR,107000.0,English,100-1000,PRODUCT,2019
611,32,Male,BERLIN,MOBILE DEVELOPER,10.0,SENIOR,78000.0,English,50-100,CONSULTING / AGENCY,2019
612,38,Male,BERLIN,SOFTWARE ARCHITECT,16.0,SENIOR,75000.0,English,1000+,PRODUCT,2019
613,28,Male,BERLIN,BACKEND DEVELOPER,4.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
614,32,Male,MUNICH,MANAGER,19.0,SENIOR,96000.0,English,1000+,PRODUCT,2019
615,34,Male,LINGEN,MOBILE DEVELOPER,8.0,SENIOR,65000.0,Deutsch,100-1000,PRODUCT,2019
616,31,Male,BERLIN,FULLSTACK DEVELOPER,9.0,SENIOR,65000.0,English,50-100,PRODUCT,2019
617,30,Male,MUNICH,QA,9.0,SENIOR,68000.0,English,1000+,PRODUCT,2019
618,32,Male,FRANKFURT,DATA SCIENTIST,8.0,SENIOR,106000.0,Deutsch,100-1000,PRODUCT,2019
619,32,Male,WARSAW,FRONTEND DEVELOPER,8.0,SENIOR,70000.0,Russian,100-1000,PRODUCT,2019
620,33,Male,BERLIN,QA,14.0,SENIOR,52000.0,English,1000+,PRODUCT,2019
621,37,Male,BERLIN,DATA ENGINEER,13.0,SENIOR,68000.0,English,50-100,PRODUCT,2019
622,32,Male,BERLIN,MACHINE LEARNING ENGINEER,6.0,SENIOR,102000.0,Deutsch,1000+,PRODUCT,2019
623,32,Male,HAMBURG,MOBILE DEVELOPER,10.0,SENIOR,80000.0,English,100-1000,STARTUP,2019
624,32,Female,BERLIN,MANAGER,7.0,SENIOR,90000.0,English,1000+,PRODUCT,2019
625,32,Male,AMSTERDAM,DATA SCIENTIST,11.0,LEAD,128000.0,English,1000+,PRODUCT,2019
626,28,Male,MUNICH,FULLSTACK DEVELOPER,3.0,SENIOR,63000.0,English,1000+,PRODUCT,2019
627,28,Male,BERLIN,FRONTEND DEVELOPER,8.0,LEAD,82000.0,English,100-1000,PRODUCT,2019
628,26,Male,MUNICH,FULLSTACK DEVELOPER,5.0,MIDDLE,50000.0,English,1000+,PRODUCT,2019
629,32,Male,MUNICH,SOFTWARE ARCHITECT,9.0,SENIOR,120000.0,English,1000+,PRODUCT,2019
630,39,Male,BERLIN,BACKEND DEVELOPER,9.0,MIDDLE,64800.0,English,100-1000,CONSULTING / AGENCY,2019
631,28,Female,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,55000.0,English,10-50,PRODUCT,2019
632,48,Male,BERLIN,BACKEND DEVELOPER,15.0,SENIOR,65000.0,Deutsch,100-1000,BODYSHOP / OUTSOURCE,2019
633,35,Male,BERLIN,MANAGER,7.0,MIDDLE,100000.0,English,100-1000,PRODUCT,2019
634,32,Male,MUNICH,EMBEDDED DEVELOPER,8.0,SENIOR,110000.0,Deutsch,1000+,PRODUCT,2019
635,32,Male,MUNICH,MACHINE LEARNING ENGINEER,9.0,LEAD,110000.0,Deutsch,100-1000,STARTUP,2019
636,30,Female,BERLIN,SOFTWARE ENGINEER,7.0,MIDDLE,66000.0,English,1000+,PRODUCT,2019
637,38,Male,DRESDEN,EMBEDDED DEVELOPER,8.0,SENIOR,55000.0,Deutsch,100-1000,PRODUCT,2019
638,27,Male,BERLIN,DATA SCIENTIST,5.0,SENIOR,125000.0,Russian,100-1000,CONSULTING / AGENCY,2019
639,27,Female,BERLIN,CLOUD PLATFORM ENGINEER,6.0,MIDDLE,70000.0,English,1000+,PRODUCT,2019
640,37,Male,LUGANO,FULLSTACK DEVELOPER,3.0,MIDDLE,84000.0,Italian,10-50,PRODUCT,2019
641,30,Male,BERLIN,FULLSTACK DEVELOPER,2.0,MIDDLE,51072.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
642,32,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,80000.0,English,1000+,PRODUCT,2019
643,32,Male,BERLIN,DATA SCIENTIST,10.0,HEAD,130000.0,English,50-100,STARTUP,2019
644,35,Male,FRANKFURT,BACKEND DEVELOPER,16.0,SENIOR,110000.0,English,100-1000,PRODUCT,2019
645,34,Male,BERLIN,BACKEND DEVELOPER,14.0,SENIOR,86000.0,English,50-100,STARTUP,2019
646,27,Male,BERLIN,"CTO (CEO, CFO)",6.0,HEAD,24000.0,English,10-50,STARTUP,2019
647,38,Female,STUTTGART,EMBEDDED DEVELOPER,14.0,SENIOR,82000.0,Deutsch,100-1000,PRODUCT,2019
648,41,Male,BERLIN,CRYPTO DEVELOPER,20.0,SENIOR,140000.0,English,up to 10,CONSULTING / AGENCY,2019
649,32,Female,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,64000.0,English,100-1000,STARTUP,2019
650,29,Male,MUNICH,EMBEDDED DEVELOPER,4.0,SENIOR,74000.0,English,100-1000,PRODUCT,2019
651,31,Female,BERLIN,DATA SCIENTIST,1.0,MIDDLE,59000.0,English,100-1000,CONSULTING / AGENCY,2019
652,37,Male,COLOGNE,QA,4.0,MIDDLE,53000.0,Deutsch,10-50,CONSULTING / AGENCY,2019
653,32,Male,BERLIN,DATA SCIENTIST,10.0,SENIOR,103000.0,English,1000+,PRODUCT,2019
654,27,Male,BERLIN,FRONTEND DEVELOPER,7.0,SENIOR,75000.0,English,10-50,PRODUCT,2019
655,25,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,110000.0,English,1000+,PRODUCT,2019
656,34,Male,BERLIN,PRODUCT MANAGER,6.0,MIDDLE,65000.0,English,1000+,PRODUCT,2019
657,30,Male,BERLIN,MANAGER,9.0,SENIOR,85000.0,English,1000+,PRODUCT,2019
658,32,Male,FRANKFURT,DATA SCIENTIST,7.0,MIDDLE,67000.0,Deutsch,1000+,PRODUCT,2019
659,32,Female,BERLIN,DATA SCIENTIST,1.0,JUNIOR,45600.0,Deutsch,10-50,STARTUP,2019
660,30,Female,BERLIN,CLOUD PLATFORM ENGINEER,7.0,MIDDLE,66340.0,English,1000+,PRODUCT,2019
661,24,Male,MOSCOW,MACHINE LEARNING ENGINEER,2.0,MIDDLE,30000.0,Russian,100-1000,PRODUCT,2019
662,28,Male,BERLIN,DATA SCIENTIST,5.0,SENIOR,95000.0,Deutsch,100-1000,PRODUCT,2019
663,32,Male,FRANKFURT,DATA ENGINEER,10.0,MIDDLE,68000.0,English,50-100,STARTUP,2019
664,38,Male,FRANKFURT,SOFTWARE ARCHITECT,15.0,SENIOR,77000.0,Deutsch,1000+,PRODUCT,2019
665,32,Female,BERLIN,MANAGER,6.0,MIDDLE,89000.0,English,1000+,PRODUCT,2019
666,29,Male,BERLIN,DATA ENGINEER,3.0,MIDDLE,48000.0,English,100-1000,STARTUP,2019
667,29,Female,HAMBURG,MACHINE LEARNING ENGINEER,4.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2019
668,33,Male,COLOGNE,DATA SCIENTIST,3.0,MIDDLE,50000.0,English,10-50,STARTUP,2019
669,35,Male,STUTTGART,BACKEND DEVELOPER,6.0,SENIOR,60600.0,English,100-1000,PRODUCT,2019
670,32,Male,BERLIN,DATA SCIENTIST,9.0,LEAD,107000.0,English,1000+,PRODUCT,2019
671,33,Male,MUNICH,BACKEND DEVELOPER,12.0,SENIOR,120000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
672,35,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,84000.0,English,100-1000,PRODUCT,2019
673,38,Male,WALLDORF,FULLSTACK DEVELOPER,17.0,SENIOR,79000.0,Deutsch,1000+,PRODUCT,2019
674,30,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,87000.0,English,50-100,STARTUP,2019
675,34,Male,MUNICH,FULLSTACK DEVELOPER,8.0,LEAD,90000.0,English,100-1000,PRODUCT,2019
676,32,Male,BERLIN,DATA ENGINEER,8.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
677,31,Male,BERLIN,FRONTEND DEVELOPER,3.0,JUNIOR,48000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
678,36,Male,BERLIN,QA,6.0,MIDDLE,50000.0,Deutsch,100-1000,PRODUCT,2019
679,31,Male,BERLIN,DEVOPS,10.0,SENIOR,75000.0,English,1000+,PRODUCT,2019
680,30,Male,COLOGNE,DATA SCIENTIST,5.0,MIDDLE,73000.0,English,1000+,PRODUCT,2019
681,29,Male,COLOGNE,MANAGER,4.0,MIDDLE,52000.0,English,1000+,PRODUCT,2019
682,34,Female,BERLIN,SOFTWARE ARCHITECT,2.0,JUNIOR,45000.0,Deutsch,50-100,PRODUCT,2019
683,31,Female,BERLIN,DATA SCIENTIST,1.0,JUNIOR,45000.0,English,10-50,STARTUP,2019
684,33,Male,BERLIN,FRONTEND DEVELOPER,8.0,SENIOR,70000.0,English,10-50,STARTUP,2019
685,38,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,75000.0,English,1000+,PRODUCT,2019
686,35,Male,BERLIN,FULLSTACK DEVELOPER,16.0,SENIOR,95000.0,English,100-1000,PRODUCT,2019
687,21,Male,MOSCOW,DATA SCIENTIST,4.0,MIDDLE,28300.0,English,100-1000,CONSULTING / AGENCY,2019
688,43,Male,SCHLESWIG-HOLSTEIN,BACKEND DEVELOPER,25.0,SENIOR,93000.0,Deutsch,100-1000,PRODUCT,2019
689,33,Male,BERLIN,DATA SCIENTIST,3.0,MIDDLE,77000.0,English,100-1000,STARTUP,2019
690,30,Male,BERLIN,BACKEND DEVELOPER,4.0,MIDDLE,51600.0,English,10-50,CONSULTING / AGENCY,2019
691,35,Female,BRAUNSCHWEIG,EMBEDDED DEVELOPER,5.0,SENIOR,45000.0,Deutsch,100-1000,BODYSHOP / OUTSOURCE,2019
692,33,Male,BERLIN,PRODUCT MANAGER,4.0,MIDDLE,65000.0,English,100-1000,STARTUP,2019
693,28,Female,HAMBURG,DATA SCIENTIST,1.0,JUNIOR,50000.0,English,10-50,STARTUP,2019
694,41,Male,MUNICH,MACHINE LEARNING ENGINEER,12.0,SENIOR,82000.0,English,1000+,PRODUCT,2019
695,29,Male,MUNICH,DATA SCIENTIST,2.0,MIDDLE,63000.0,Deutsch,1000+,PRODUCT,2019
696,24,Male,BERLIN,FULLSTACK DEVELOPER,3.0,MIDDLE,56000.0,English,50-100,PRODUCT,2019
697,31,Male,BERLIN,BACKEND DEVELOPER,10.0,LEAD,115000.0,English,100-1000,STARTUP,2019
698,30,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,65000.0,Deutsch,10-50,STARTUP,2019
699,34,Female,BERLIN,MANAGER,3.0,MIDDLE,57000.0,English,100-1000,PRODUCT,2019
700,29,Male,BERLIN,DATA SCIENTIST,3.0,MIDDLE,51000.0,English,50-100,STARTUP,2019
701,35,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
702,22,Male,AMSTERDAM,FRONTEND DEVELOPER,5.0,MIDDLE,82000.0,English,1000+,PRODUCT,2019
703,35,Male,AMSTERDAM,BACKEND DEVELOPER,16.0,SENIOR,77500.0,English,1000+,BANK,2019
704,35,Male,AMSTERDAM,DATA ENGINEER,10.0,SENIOR,74400.0,English,10-50,PRODUCT,2019
705,32,Male,AMSTERDAM,DEVOPS,2.0,MIDDLE,70000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
706,27,Male,AMSTERDAM,BACKEND DEVELOPER,5.0,MIDDLE,58000.0,English,100-1000,PRODUCT,2019
707,32,Male,AMSTERDAM,MOBILE DEVELOPER,11.0,SENIOR,65000.0,English,10-50,STARTUP,2019
708,43,Male,KAISERSLAUTERN,DATA SCIENTIST,3.0,MIDDLE,62500.0,English,1000+,UNIVERSITY,2019
709,33,Male,AMSTERDAM,FULLSTACK DEVELOPER,10.0,MIDDLE,69000.0,English,100-1000,PRODUCT,2019
710,33,Male,AMSTERDAM,BACKEND DEVELOPER,9.0,MIDDLE,81000.0,English,1000+,PRODUCT,2019
711,35,Male,AMSTERDAM,QA,10.0,SENIOR,65000.0,English,1000+,PRODUCT,2019
712,31,Male,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,48000.0,English,100-1000,PRODUCT,2019
713,29,Male,BERLIN,BACKEND DEVELOPER,7.0,MIDDLE,60000.0,English,1000+,PRODUCT,2019
714,23,Female,AMSTERDAM,BACKEND DEVELOPER,3.0,MIDDLE,60000.0,English,1000+,PRODUCT,2019
715,33,Male,MUNICH,FULLSTACK DEVELOPER,12.0,SENIOR,54000.0,English,up to 10,STARTUP,2019
716,30,Male,AMSTERDAM,FRONTEND DEVELOPER,10.0,MIDDLE,87500.0,English,1000+,PRODUCT,2019
717,33,Male,EINDHOVEN,MANAGER,8.0,SENIOR,76000.0,English,1000+,PRODUCT,2019
718,38,Male,DÜSSELDORF,DATA SCIENTIST,3.0,MIDDLE,78000.0,English,1000+,PRODUCT,2019
719,24,Male,SAINT PETERSBURG,FULLSTACK DEVELOPER,4.0,MIDDLE,30000.0,Russian,100-1000,BODYSHOP / OUTSOURCE,2019
720,28,Male,AMSTERDAM,DEVOPS,6.0,MIDDLE,62000.0,English,50-100,STARTUP,2019
721,30,Male,AMSTERDAM,FULLSTACK DEVELOPER,8.0,SENIOR,80000.0,English,50-100,PRODUCT,2019
722,32,Male,BERLIN,DATA SCIENTIST,2.0,JUNIOR,48000.0,English,50-100,PRODUCT,2019
723,32,Male,EINDHOVEN,BACKEND DEVELOPER,6.0,SENIOR,53000.0,English,100-1000,PRODUCT,2019
724,30,Male,AMSTERDAM,BACKEND DEVELOPER,9.0,SENIOR,58500.0,English,100-1000,PRODUCT,2019
725,35,Female,AMSTERDAM,BACKEND DEVELOPER,13.0,SENIOR,64000.0,English,1000+,PRODUCT,2019
726,30,Female,AMSTERDAM,BACKEND DEVELOPER,7.0,MIDDLE,62000.0,English,10-50,STARTUP,2019
727,29,Male,AMSTERDAM,FRONTEND DEVELOPER,8.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
728,35,Male,AMSTERDAM,BACKEND DEVELOPER,7.0,SENIOR,72000.0,English,50-100,PRODUCT,2019
729,30,Male,BERLIN,DATA SCIENTIST,9.0,SENIOR,105000.0,English,1000+,PRODUCT,2019
730,33,Male,MUNICH,PRODUCT MANAGER,5.0,MIDDLE,72000.0,English,100-1000,STARTUP,2019
731,35,Male,EINDHOVEN ,FRONTEND DEVELOPER,10.0,SENIOR,62000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
732,32,Male,LEEUWARDEN,BACKEND DEVELOPER,6.0,SENIOR,58000.0,English,100-1000,PRODUCT,2019
733,29,Male,AMSTERDAM,BACKEND DEVELOPER,11.0,SENIOR,90000.0,English,10-50,PRODUCT,2019
734,33,Male,MOSCOW,MOBILE DEVELOPER,12.0,SENIOR,30000.0,Russian,10-50,STARTUP,2019
735,27,Male,AMSTERDAM,BACKEND DEVELOPER,4.0,MIDDLE,78000.0,English,100-1000,PRODUCT,2019
736,34,Male,AMSTERDAM,FULLSTACK DEVELOPER,12.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
737,37,Male,EINDHOVEN,BACKEND DEVELOPER,16.0,SENIOR,83400.0,English,1000+,PRODUCT,2019
738,29,Male,AMSTERDAM,BACKEND DEVELOPER,9.0,SENIOR,67000.0,English,1000+,PRODUCT,2019
739,27,Male,AMSTERDAM,BACKEND DEVELOPER,5.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2019
740,27,Male,AMSTERDAM,BACKEND DEVELOPER,4.0,MIDDLE,62000.0,English,100-1000,PRODUCT,2019
741,22,Female,AMSTERDAM,DEVOPS,2.0,JUNIOR,43000.0,English,1000+,PRODUCT,2019
742,33,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,87000.0,English,10-50,BODYSHOP / OUTSOURCE,2019
743,32,Male,MUNICH,MOBILE DEVELOPER,5.0,SENIOR,70000.0,English,up to 10,CONSULTING / AGENCY,2019
744,31,Male,BERLIN,SRE,10.0,SENIOR,78000.0,English,1000+,PRODUCT,2019
745,27,Male,STUTTGART,FULLSTACK DEVELOPER,6.0,SENIOR,48000.0,English,up to 10,PRODUCT,2019
746,32,Male,HILVERSUM,FULLSTACK DEVELOPER,10.0,SENIOR,83000.0,English,50-100,PRODUCT,2019
747,28,Male,HAMBURG,BACKEND DEVELOPER,5.0,SENIOR,67000.0,Deutsch,1000+,PRODUCT,2019
748,32,Male,AMSTERDAM,BACKEND DEVELOPER,12.0,MIDDLE,82000.0,English,1000+,PRODUCT,2019
749,32,Male,MUNICH,MACHINE LEARNING ENGINEER,12.0,LEAD,115000.0,English,1000+,PRODUCT,2019
750,49,Male,MUNICH,DEVOPS,25.0,SENIOR,125000.0,Deutsch,1000+,PRODUCT,2019
751,30,Male,BERLIN,DATA SCIENTIST,6.0,SENIOR,75000.0,English,100-1000,STARTUP,2019
752,35,Male,BERLIN,MANAGER,11.0,SENIOR,80000.0,English,10-50,PRODUCT,2019
753,27,Female,AMSTERDAM,MANAGER,8.0,SENIOR,87000.0,English,1000+,PRODUCT,2019
754,33,Female,HAMBURG,DATA SCIENTIST,5.0,MIDDLE,58000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
755,27,Female,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,50000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
756,33,Male,HAMBURG,DATA SCIENTIST,2.0,MIDDLE,70000.0,Deutsch,1000+,PRODUCT,2019
757,32,Male,MUNICH,SRE,11.0,SENIOR,69300.0,Deutsch,100-1000,PRODUCT,2019
758,31,Male,MUNICH,HEAD OF ENGINEERING,11.0,SENIOR,75000.0,English,50-100,STARTUP,2019
759,28,Female,WARSAW,FULLSTACK DEVELOPER,5.0,SENIOR,155000.0,Polish_&_English,100-1000,CONSULTING / AGENCY,2019
760,36,Male,BERLIN,FULLSTACK DEVELOPER,7.0,SENIOR,70000.0,English,50-100,STARTUP,2019
761,32,Male,FRANKFURT,DATA SCIENTIST,0.0,JUNIOR,55000.0,English,50-100,CONSULTING / AGENCY,2019
762,30,Male,AMSTERDAM,SYSTEM ADMINISTRATOR,6.0,MIDDLE,70000.0,English,1000+,PRODUCT,2019
763,28,Male,GDAŃSK,DATA SCIENTIST,5.0,MIDDLE,14000.0,English,100-1000,BODYSHOP / OUTSOURCE,2019
764,26,Male,AMSTERDAM,DEVOPS,6.0,SENIOR,68000.0,English,1000+,PRODUCT,2019
765,37,Male,AMSTERDAM,FULLSTACK DEVELOPER,18.0,MIDDLE,82000.0,English,1000+,PRODUCT,2019
766,48,Male,BERLIN,NETWORK ENGINEER,16.0,SENIOR,67000.0,English,1000+,PRODUCT,2019
767,32,Male,MUNICH,MANAGER,20.0,SENIOR,90000.0,English,1000+,PRODUCT,2019
768,30,Male,WROCLAW,MANAGER,8.0,MIDDLE,53000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
769,24,Male,AMSTERDAM,FRONTEND DEVELOPER,4.0,MIDDLE,72000.0,English,1000+,PRODUCT,2019
770,35,Male,STUTTGART,MANAGER,5.0,SENIOR,72000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
771,35,Male,AMSTERDAM,DEVOPS,7.0,LEAD,65000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
772,29,Male,AMSTERDAM,QA,8.0,SENIOR,74000.0,English,1000+,PRODUCT,2019
773,34,Male,AMSTERDAM,FRONTEND DEVELOPER,10.0,SENIOR,60000.0,English,100-1000,PRODUCT,2019
774,34,Male,BERLIN,MANAGER,2.0,SENIOR,63600.0,Deutsch,50-100,PRODUCT,2019
775,24,Female,WARSAW,MODELLING SPECIALIST,1.0,JUNIOR,72000.0,Polish,1000+,BANK,2019
776,28,Male,AMSTERDAM,SAP CONSULTANT,6.0,SENIOR,80500.0,English,1000+,CONSULTING / AGENCY,2019
777,31,Male,MUNICH,MACHINE LEARNING ENGINEER,9.0,LEAD,125000.0,Deutsch,100-1000,STARTUP,2019
778,34,Male,ZUG,BACKEND DEVELOPER,12.0,SENIOR,160000.0,English,10-50,PRODUCT,2019
779,23,Female,MOSCOW,DATA ENGINEER,4.0,MIDDLE,32000.0,Russian,1000+,PRODUCT,2019
780,32,Male,DÜSSELDORF,DATA ENGINEER,7.0,SENIOR,62000.0,English,1000+,PRODUCT,2019
781,25,Female,MOSCOW,FRONTEND DEVELOPER,5.0,SENIOR,35300.0,Russian,50-100,PRODUCT,2019
782,40,Male,AMSTERDAM,SYSTEM ADMINISTRATOR,20.0,MIDDLE,78000.0,English,1000+,PRODUCT,2019
783,30,Male,GOTHENBURG,BACKEND DEVELOPER,8.0,SENIOR,40146.0,English,10-50,PRODUCT,2019
784,33,Male,ZURICH,BACKEND DEVELOPER,6.0,SENIOR,90000.0,English,50-100,PRODUCT,2019
785,31,Female,AMSTERDAM,QA,5.0,SENIOR,67000.0,English,100-1000,PRODUCT,2019
786,30,Male,AMSTERDAM,BACKEND DEVELOPER,10.0,MIDDLE,80000.0,English,50-100,PRODUCT,2019
787,31,Male,MUNICH,MACHINE LEARNING ENGINEER,9.0,LEAD,125000.0,Deutsch,100-1000,STARTUP,2019
788,30,Female,BERLIN,BUSINESS ANALYST,6.0,SENIOR,63000.0,English,1000+,PRODUCT,2019
789,29,Male,BERLIN,DATA SCIENTIST,7.0,SENIOR,90000.0,English,1000+,PRODUCT,2019
790,31,Male,FRANKFURT,BACKEND DEVELOPER,7.0,MIDDLE,74200.0,English,1000+,PRODUCT,2019
791,29,Male,AMSTERDAM,BACKEND DEVELOPER,8.0,SENIOR,86000.0,English,1000+,PRODUCT,2019
792,30,Male,MUNICH,CLOUD PLATFORM ENGINEER,15.0,SENIOR,117000.0,English,1000+,PRODUCT,2019
793,24,Female,WARSAW,RPA DEVELOPER,1.0,JUNIOR,48000.0,Polish,1000+,BANK,2019
794,37,Male,ALMERE,TECH LEAD,10.0,SENIOR,57600.0,English,10-50,PRODUCT,2019
795,26,Male,LIMASSOL,QA,7.0,SENIOR,63600.0,Russian,50-100,PRODUCT,2019
796,23,Male,MOSCOW,BACKEND DEVELOPER,3.0,MIDDLE,36819.0,Russian,100-1000,PRODUCT,2019
797,30,Male,VIENNA,FRONTEND DEVELOPER,2.0,JUNIOR,21600.0,English,up to 10,STARTUP,2019
798,34,Male,BERLIN,MANAGER,2.0,SENIOR,63600.0,Deutsch,50-100,PRODUCT,2019
799,35,Female,HAMBURG,DATA SCIENTIST,3.0,MIDDLE,49000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
800,33,Male,MUNICH,FRONTEND DEVELOPER,5.0,SENIOR,78000.0,English,50-100,STARTUP,2019
801,32,Female,ZURICH,MACHINE LEARNING ENGINEER,8.0,MIDDLE,120000.0,English,1000+,PRODUCT,2019
802,29,Male,STOCKHOLM,BACKEND DEVELOPER,6.0,SENIOR,60000.0,English,1000+,PRODUCT,2019
803,23,Male,TAMPERE,FRONTEND DEVELOPER,1.0,JUNIOR,36000.0,English,100-1000,PRODUCT,2019
804,39,Male,AMSTERDAM,MOBILE DEVELOPER,16.0,SENIOR,65000.0,English,50-100,PRODUCT,2019
805,24,Female,COLOGNE,DATA SCIENTIST,1.0,JUNIOR,49000.0,English,up to 10,CONSULTING / AGENCY,2019
806,30,Male,MUNICH,BACKEND DEVELOPER,9.0,SENIOR,112000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
807,28,Male,FRANKFURT,DATA SCIENTIST,6.0,SENIOR,87000.0,Deutsch,100-1000,STARTUP,2019
808,35,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,68000.0,English,100-1000,PRODUCT,2019
809,32,Male,MUNICH,FRONTEND DEVELOPER,3.0,MIDDLE,55000.0,English,1000+,PRODUCT,2019
810,40,Male,MUNICH,FULLSTACK DEVELOPER,15.0,SENIOR,160000.0,Deutsch,up to 10,CONSULTING / AGENCY,2019
811,38,Male,BERLIN,DEVOPS,15.0,MIDDLE,52000.0,English,100-1000,PRODUCT,2019
812,33,Male,AMSTERDAM,MANAGER,15.0,SENIOR,80000.0,English,1000+,CONSULTING / AGENCY,2019
813,32,Female,BAYERN,DEVOPS,19.0,SENIOR,100000.0,Deutsch,100-1000,PRODUCT,2019
814,25,Male,AMSTERDAM,BACKEND DEVELOPER,2.0,JUNIOR,52500.0,English,1000+,BANK,2019
815,33,Male,MUNICH,BACKEND DEVELOPER,11.0,SENIOR,68000.0,English,100-1000,PRODUCT,2019
816,32,Male,MUNICH,SOFTWARE ARCHITECT,13.0,SENIOR,112000.0,Deutsch,50-100,STARTUP,2019
817,40,Male,MUNICH,QA,3.0,JUNIOR,52000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
818,35,Male,MUNICH,SOFTWARE ARCHITECT,11.0,SENIOR,105000.0,English,1000+,PRODUCT,2019
819,41,Male,MUNICH,BACKEND DEVELOPER,20.0,SENIOR,75000.0,English,1000+,PRODUCT,2019
820,31,Male,DÜSSELDORF,BACKEND DEVELOPER,11.0,SENIOR,82500.0,English,1000+,PRODUCT,2019
821,34,Female,KYIV,RESEARCHER,13.0,SENIOR,38400.0,English,100-1000,UNIVERSITY,2019
822,32,Male,AMSTERDAM,FULLSTACK DEVELOPER,1.0,JUNIOR,39600.0,English,up to 10,STARTUP,2019
823,45,Female,MUNICH,BACKEND DEVELOPER,20.0,SENIOR,200000.0,Deutsch,100-1000,PRODUCT,2019
824,37,Male,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,54000.0,English,50-100,STARTUP,2019
825,31,Male,BERLIN,DATA SCIENTIST,8.0,SENIOR,98000.0,English,1000+,PRODUCT,2019
826,33,Male,MUNICH,BACKEND DEVELOPER,8.0,SENIOR,68000.0,English,100-1000,PRODUCT,2019
827,34,Male,MUNICH,MANAGER,13.0,SENIOR,125000.0,Deutsch,100-1000,PRODUCT,2019
828,42,Male,MUNICH,FULLSTACK DEVELOPER,20.0,SENIOR,63000.0,Deutsch,up to 10,PRODUCT,2019
829,25,Male,BERLIN,FULLSTACK DEVELOPER,3.0,MIDDLE,30000.0,Deutsch,10-50,STARTUP,2019
830,32,Male,BERLIN,FULLSTACK DEVELOPER,9.0,SENIOR,96000.0,English,1000+,PRODUCT,2019
831,35,Male,MUNICH,PLATFORM ENGINEER,5.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2019
832,30,Male,FRANKFURT,FULLSTACK DEVELOPER,9.0,SENIOR,95000.0,Deutsch,100-1000,PRODUCT,2019
833,33,Male,AMSTERDAM,IT SECURITY,13.0,SENIOR,90000.0,English,50-100,STARTUP,2019
834,33,Female,MUNICH,MANAGER,5.0,MIDDLE,55000.0,English,50-100,STARTUP,2019
835,26,Male,BERLIN,UX RESEARCHER,2.0,JUNIOR,48000.0,English,1000+,PRODUCT,2019
836,32,Male,BERLIN,MANAGER,10.0,SENIOR,88000.0,English,100-1000,PRODUCT,2019
837,30,Male,MUNICH,DATA SCIENTIST,2.0,MIDDLE,68500.0,Deutsch,1000+,PRODUCT,2019
